session,id,title,url,authors,summary
B6:知識獲得・情報抽出(1)3月12日（水） 10:20-11:50   B会場(1F会議室102),B6-2,情報抽出パイプラインにおけるエラー伝播抑制手法の提案：オーバーサンプリング、フィルタリング指向学習、概念対応,/proceedings/annual_meeting/2025/pdf_dir/B6-2.pdf,"○西田 典起, Shanshan Liu, Rumana Ferdous Munne, 徳永 なるみ, 山縣 友紀 (理研), 古崎 晃司 (大阪電気通信大), 松本 裕治 (理研)",本研究では、情報抽出パイプラインにおけるエラー伝播問題を軽減するための方法を提案する。エンティティの偽陰性問題(抽出漏れ) に対して、「オーバーサンプリング」を導入する。また、エンティティの偽陽性問題(過剰抽出) に対しては、「フィルタリング指向学習」を提案する。さらに、エンティティ曖昧性解消による間違った概念とメンションの紐づけの文書レベル関係抽出に対する影響を軽減するために、「概念対応」を導入する。複数ドメインのデータセットを用いた実験の結果、提案手法によって、情報抽出パイプラインのエラー伝播に対するロバスト性が向上することを確認した。
B6:知識獲得・情報抽出(1)3月12日（水） 10:20-11:50   B会場(1F会議室102),B6-3,多様な言い換え生成と自己学習手法の統合による大規模言語モデルへの新規知識の追加学習,/proceedings/annual_meeting/2025/pdf_dir/B6-3.pdf,"○山本 貴之, 河原 大輔 (早大)",大規模言語モデル（LLM）に、新たな知識を追加学習によって取り込むことは、いまだ困難なタスクと言われている。近年はRAG のように外部情報を参照する手法が注目されているが、この手法においては、LLM 内部に蓄積された膨大な知識と新たな情報を統合し、高度な推論を行うことは依然として難しい。本研究では、LLM が自己学習を行う手法や、DPO（Direct Preference Optimization）による選好最適化手法から着想を得て、LLM に新規知識を効果的に埋め込む枠組みを提案し、その有効性を検証する。
B6:知識獲得・情報抽出(1)3月12日（水） 10:20-11:50   B会場(1F会議室102),B6-4,故障解析における事前学習済みSentence-DeBERTaによる拡張ナレッジグラフとクエリ分解を用いたGraphRAG,/proceedings/annual_meeting/2025/pdf_dir/B6-4.pdf,"○小島 湧太 (東大), 坂地 泰紀 (北大), 鈴木 雅弘 (東大), 中村 格士, 坂田 大晃, 関 和也, 勅使河原 優, 山下 雅己 (いすゞ), 青山 和浩 (東大)","熟練から若手エンジニアへの故障解析の知識継承は自動車業界喫緊の課題である. 故障に関する文書は非構造的でデータ量が多いため, そのままでは活用が困難である. このような文書をデータの構造化に優れるナレッジグラフ(KG) に変換することは有効であるが, 依然として理解が難しい.GraphRAG は, KG と大規模言語モデル(LLM) によるRAG (Retrieval-Augmented Generation) であり, KG 自体の理解を深めることも期待される.既存のKG を用いたGraphRAG に必要な処理を調査するため, 本稿ではLLM と継続事前学習済みSentence-DeBERTa で拡張した既存のKG と, クエリの分解に焦点を当てたEdgeGraphRAG を提案する.独自のデータセット構築と自動評価により, 現時点での有効性の検討と既存のKG を用いた際の課題を論じる."
B6:知識獲得・情報抽出(1)3月12日（水） 10:20-11:50   B会場(1F会議室102),B6-5,法令文の可読性向上のための定義規定・略称規定における文型定義及びパターンベースの正式名称・略称抽出手法,/proceedings/annual_meeting/2025/pdf_dir/B6-5.pdf,"○北野 尚樹 (筑波大), 西山 大輝 (科学大/理研)",法令文では定義規定・略称規定が頻繁に使用されている（例：新型インフルエンザ等対策の推進を図るため、内閣に、新型インフルエンザ等対策推進会議（以下「会議」という。）を置く。）．これらの規定文は複雑になりやすく，読者の混乱や負担を生じさせうる．そこで本研究では，既存法では不十分であった定義規定・略称規定に関する文型を導入し，これに基づき正式名称と略称のペアを抽出するパターンベースの手法を提案する．結果，提案法は複雑な構造や文型に対応し，既存の手法や大規模言語モデルとの比較で高い精度を達成した．また，今後の法令解析研究の促進のために，実験で使用した正式名称と略称のペアのデータセットを公開する．
B6:知識獲得・情報抽出(1)3月12日（水） 10:20-11:50   B会場(1F会議室102),B6-6,学術情報のテキスト解析と生成 AI を用いた専門用語抽出,/proceedings/annual_meeting/2025/pdf_dir/B6-6.pdf,"庄 金鳴 (九産大), 張 馨雲 (九産大/早大), ○成 凱 (九産大)",学術情報の電子化・大規模化に伴い，学術データが大量に蓄積され，学術ビッグデータと呼ばれるようになっている．学術ビッグデータの解析は，専門分野の動向を把握・予測し，新しい課題を開拓することが期待されている．しかし，専門性の高い学術情報を解析するにはその分野の特有な表現（専門用語やトピック）を抽出することが難しいとされている．本発表では，学術情報の自然言語解析による用語抽出を検証しつつ，複数生成AI の統合による専門用語抽出を考案し，実験による評価結果を報告する．
C6:教育応用3月12日（水） 10:20-11:50   C会場(1F会議室103),C6-1,Evaluating the Impact of Continual Pre-Training on Japanese Essay Scoring Tasks,/proceedings/annual_meeting/2025/pdf_dir/C6-1.pdf,"○◊Boago Okgetheng, Koichi Takeuchi (岡山大)","This paper investigates whether continually pre-trainingLarge Language Models on domain-speciﬁc reference textscan improve performance in Japanese Automated EssayScoring tasks.We use a dataset covering multiple es-say prompts related to four thematic areas― Globaliza-tion, Natural Science, Critical Thinking, and East AsianEconomics.Each essay is scored on a ﬁve-point scalefor Comprehensiveness. Models undergo two conﬁgura-tions: (1) direct ﬁne-tuning on the scored essays, and (2)an additional continual pre-training phase using domain-speciﬁc texts prior to ﬁne-tuning. Our ﬁndings indicatethat most models beneﬁt from this extra training, as ev-idenced by improvements in evaluation metrics such asthe F1 Score, Quadratic Weighted Kappa, Accuracy, andRoot Mean Squared Error. These results underscore theimportance of domain adaptation for more accurate essayscoring."
C6:教育応用3月12日（水） 10:20-11:50   C会場(1F会議室103),C6-2,強化学習に基づくデータ選別を通した問題横断型小論文自動採点の精度向上,/proceedings/annual_meeting/2025/pdf_dir/C6-2.pdf,"○柴田 拓海, 宇都 雅輝 (電通大)",近年，小論文自動採点タスクの一つとして問題横断型自動採点が注目されている．しかし従来の問題横断型自動採点では様々な問題に対する採点済み小論文データを全て訓練に利用するため，目的の問題の自動採点に悪影響を与えうるデータまで訓練に利用される可能性がある．この問題を解決するために本研究では，訓練データの価値を評価し，モデル学習に悪影響を及ぼす可能性のあるデータを除外することでその採点精度を向上させる手法を提案する．
C6:教育応用3月12日（水） 10:20-11:50   C会場(1F会議室103),C6-3,難易度調整可能な多枝選択式読解問題自動生成手法とDirect Preference Optimizationによる難易度調整精度の向上,/proceedings/annual_meeting/2025/pdf_dir/C6-3.pdf,"○富川 雄斗, 宇都 雅輝 (電通大)",近年，深層学習を用いて任意の難易度で読解問題を生成できる技術が提案されている．しかし，従来手法は，読解対象文中から答えを抜き出して回答する形式の問題のみを対象としており，教育現場で広く使われている多肢選択式問題を生成できない．加えて，従来手法では訓練データ中の問題の単語列に対する尤度を最大化するように深層学習モデルを訓練しており，難易度調整精度を直接最適化していないため，難易度調整精度に改善の余地が残る．そこで本研究では，自己回帰型の深層学習モデルを用いた難易度調整可能な多枝選択式問題生成手法を開発するとともに，Direct Preference Optimization により難易度調整精度を最大化する訓練手法を提案する．
C6:教育応用3月12日（水） 10:20-11:50   C会場(1F会議室103),C6-4,LLM を用いた質問生成による児童の作文の詳述化支援の検討,/proceedings/annual_meeting/2025/pdf_dir/C6-4.pdf,"○横野 光 (明星大), 成家 雅史 (相模女子大), 宮城 信 (富山大)",小学校の作文教育における内容に関する指導では出来事の具体的な描写を促すといったことが行われる．しかし，児童にとっては具体的なイメージがわかず詳述化が困難となることもある．これに対し，作文に内容に対する質問を児童に行うことで修正の指針を示すことができると考えられるが，多くの児童の作文に対し質問を考えることは教師にとって大きな負荷となる．そこで本研究では，内容の詳述化のための質問生成に大規模言語モデルが利用できるかについて，小学生に対して行った調査に基づき検討を行った．
C6:教育応用3月12日（水） 10:20-11:50   C会場(1F会議室103),C6-5,Elaborative Text Simplification via Target Estimation using Large Language Models,/proceedings/annual_meeting/2025/pdf_dir/C6-5.pdf,"○Martyna Gruszka, 荒瀬 由紀 (科学大)","Text simpliﬁcation is widely believed to enhancecomprehension for non-native readers, and has, there-fore, been the focus of extensive research. However,conventional text simpliﬁcation often involves remov-ing a considerable amount of complex content, whichmay reduce valuable information and potentially limitopportunities to engage with challenging concepts. Inthis work, we speciﬁcally address the needs of lan-guage learners by focusing on elaborative text simpli-ﬁcation, a process involving content addition, such asproviding speciﬁc explanations and clariﬁcations thatcould make a text comprehensible within its context.We introduce a novel data-driven approach for guidedelaboration generation, demonstrating that explicitlyspecifying elaboration targets leads to improved per-formance."
C6:教育応用3月12日（水） 10:20-11:50   C会場(1F会議室103),C6-6,言語指標を用いた日本語文章の難易度の可視化と教育への応用,/proceedings/annual_meeting/2025/pdf_dir/C6-6.pdf,"○劉 婧怡, 内田 諭 (九大)",本研究は，日本語学習者向けの文章の難易度判定の可視化と日本語能力試験（JLPT）との対応付けを行うものである．別の研究で提案した分類精度が88.0%の35 の言語指標集合を基に，難易度を文字語彙，文構造，談話構造の3 観点から捉え，それぞれリッジ回帰モデルを構築し，スコアを可視化した．JLPT の読解文章を用いて提案手法を検証した結果，提案モデルは全体的に判定精度が高く，観点別の難易度スコアを科学的根拠に基づいて提示できる点で，大規模言語モデルを用いた判定手法に対して優位性を示した．さらに，日本語教育における難易度と教育枠組みの関連性を明らかにするため，一般の日本語文章とJLPT の読解文章における観点別難易度の相対位置を可視化した．これらの成果は学習者のレベルに合わせた読解教材の作成・開発に貢献することが期待される．
D6:テーマセッション5: 言語とコミュニケーションの創発(2)3月12日（水） 10:20-11:50   D会場(1F会議室107),D6-1,二者関係の概念化に基づく構文交替の文化進化,/proceedings/annual_meeting/2025/pdf_dir/D6-1.pdf,"○岩村 入吹, 橋本 敬 (JAIST)",進化言語学は，動物コミュニケーションシステムと比較しながら，人間言語の普遍的性質や文法一般の起源・進化・創発を説明しようとする．中には，同世代内でのコミュニケーションや，親の発話と子の学習が繰り返す世代間継承を対象とした文化進化研究がある．本研究では，同一状況を言語使用者の概念化によって表現の仕方を変える構文交替現象が世代間継承で創発する条件をシミュレーションにより示す．ここでは親が事象を概念化して発話し，子が概念化された意味を推論し発話と事象の関係を学習する状況を世代間継承と見做す．推論成功の確率が非常に高い場合のみ構文交替が生じた．
D6:テーマセッション5: 言語とコミュニケーションの創発(2)3月12日（水） 10:20-11:50   D会場(1F会議室107),D6-2,変分ベイズ名付けゲームに基づく多エージェントによる記号創発の評価,/proceedings/annual_meeting/2025/pdf_dir/D6-2.pdf,"○福岡 慶太, 長野 匡隼, 中村 友昭 (電通大), 谷口 彰 (立命館大), 谷口 忠大 (京大/立命館大)",記号創発現象をモデル化するために，複数のエージェントが同じ対象を観測し，それを表現する共有されたサインを推論する，集合的予測符号化仮説が提唱されている．その推論方法として，我々は変分ベイズ法に基づく手法を提案し，複数のエージェント間で共有されたサインが形成可能であることを示している．変分ベイズ法は一般的にサンプリングを用いた手法に比べて学習効率が高いことが知られている．本稿では，1 エージェントが得る観測データのみでは正確な名付けが困難な設定や，エージェント数・データ数を増加させた設定を用いて，サンプリングを用いた従来手法との比較実験を行った．実験の結果，従来手法に比べて，より難しい課題に対しても学習が可能であり，大規模な設定でも収束性が高いことが確認された．
D6:テーマセッション5: 言語とコミュニケーションの創発(2)3月12日（水） 10:20-11:50   D会場(1F会議室107),D6-3,Vector Quantizationに基づく離散系列の発話による分散型深層モデルの提案,/proceedings/annual_meeting/2025/pdf_dir/D6-3.pdf,"○三好 遼 (フリー), 栗田 修平 (NII)",近年，記号創発ロボティクスでは，ベイズ脳仮説を始めとした統合情報理論に基づいたマルチモーダル処理や環境との相互作用による概念獲得などの様々な研究が進んでいる．中でも言語創発は，近年注目の研究であり，分散的ベイズ学習によるコミュニケーションモデルが提案されている．そこで本提案手法では，深層モデルへの応用を検討するため，ベクトル量子化を拡張したVQCom-VAE を提案し，実験にてコミュニケーションによる相手の発話から予測画像の生成が可能であることを示した．
D6:テーマセッション5: 言語とコミュニケーションの創発(2)3月12日（水） 10:20-11:50   D会場(1F会議室107),D6-4,AIは人間らしく話ができるか：ロボットと仲良くなるために,/proceedings/annual_meeting/2025/pdf_dir/D6-4.pdf,"○川原 功司 (名外大), 大道 麻由, 高橋 英之 (阪大)",ロボットが人間と遜色なく会話できるかという問題は，人工知能研究における大きな課題の一つである．本稿では，人間とロボットが快適に会話ができるかというプロジェクトで得られた報告を元に，人間とロボットの会話の特性の違いを明らかにする．特に，ロボットは会話を遂行する際に自分の誤りを修正する能力がなく，これが会話分析における他者修復という観点から分析することが可能であり，軌道修正をする力の有無が現在の人工知能と人間の会話を分ける大きな違いであると主張する．
D6:テーマセッション5: 言語とコミュニケーションの創発(2)3月12日（水） 10:20-11:50   D会場(1F会議室107),D6-5,音素の合成性を仮定した連続信号をサインとした分散的ベイズ推論に基づく記号創発,/proceedings/annual_meeting/2025/pdf_dir/D6-5.pdf,"○齋藤 一誠, 劉 智優, 長野 匡隼, 中村 友昭 (電通大), 谷口 彰 (立命館大), 谷口 忠大 (京大)",エージェント間のコミュニケーションを通して共有されるサインを創り出すことができる記号創発モデルが提案されている．これまでの研究ではサインの生成・認識能力の学習過程はモデル化されていなかった．そこで我々はこれまでに連続信号をサインとして用いた記号創発モデルを提案した．その手法では，複数の音素を組み合わせて単語を構成する音素の合成性を導入した連続信号から，エージェント間で対象を表現するサインを学習する．本稿ではその手法の比較・評価を行った．実験では，各エージェントは同一の物体を観測し，その物体を表現する物体の潜在表現と，それを表現するサインである連続信号を，コミュニケーションによって推論する．提案手法がエージェント間で高い一致率かつ高い精度で物体を表現するサインを学習可能であることを示した．
E6:テーマセッション1: 金融・経済ドメインのための言語処理(2)3月12日（水） 10:20-11:50   E会場(1F会議室108),E6-1,金融分野に特化した複数ターン日本語生成ベンチマークの構築,/proceedings/annual_meeting/2025/pdf_dir/E6-1.pdf,"○平野 正徳, 今城 健太郎 (PFN)",大規模言語モデル(LLM) の発展に伴い、様々な分野において性能を評価する取り組みが必要となってきている。本研究では、金融分野においてLLMの生成の良さ測るための日本語生成ベンチマークpfmt-bench-ﬁn-ja を提案した。pfmt-bench-ﬁn-ja は、MT-bench に対応するような金融分野に特化した複数ターンの日本語生成ベンチマークであり、12 カテゴリー、360 問のベンチマークを新たに構築した。評価にあたっては、GPT-4o-mini をLLM-as-a-judgeとして用いて、10 段階評価でスコア計測をすることとした。実験として、複数のLLM に対してベンチマークを計測し、その結果を比較検討した。その結果、pfmt-bench-ﬁn-ja が一定レベルでLLM の性能評価を行うことができることが示された。構築したベンチマークはGithub より利用可能である。
E6:テーマセッション1: 金融・経済ドメインのための言語処理(2)3月12日（水） 10:20-11:50   E会場(1F会議室108),E6-2,大規模言語モデルを用いた有価証券報告書の表質問応答,/proceedings/annual_meeting/2025/pdf_dir/E6-2.pdf,"○司 龍, 張 引, 王 小天, 宇津呂 武仁 (筑波大)",本論文の目的は，有価証券報告書の表から情報を抽出するタスク（NTCIR-18 U4 Task）に参加するためのシステムの構築である．NTCIR-18 U4 タスクは，表検索サブタスクと表質問応答サブタスクに分けられる．本研究は，表質問応答サブタスクに注目した．表質問応答サブタスクでは，多くの自然言語処理タスクで優れた結果を示している最先端の大規模言語モデル（LLM）を利用し，既存の事前学習済みのモデルを上回り，最高の性能を達成することが期待される．
E6:テーマセッション1: 金融・経済ドメインのための言語処理(2)3月12日（水） 10:20-11:50   E会場(1F会議室108),E6-3,東京証券取引所におけるティックサイズ変更に関するパブリックコメントの影響分析,/proceedings/annual_meeting/2025/pdf_dir/E6-3.pdf,○丸山 博之 (拓殖大),ティックサイズとは、投資家が注文を行うときに出す注文価格に関する変更可能な単位のことを表す。証券取引所がティックサイズを変更するのには、流動性を高めて、自社の取引所に投資家を呼び込無ことを目的としている。ティックサイズに関してはかず多くの研究があるが概ね流動性の改善が見られているが、東京証券取引所が２０１３年に実施した変更では流動性の悪化が一部で見られた。そこで、本研究では、ティックサイズ変更に関連したパブリックコメントを活用して、売買高の予測モデルの作成を行うことを目的とする。
E6:テーマセッション1: 金融・経済ドメインのための言語処理(2)3月12日（水） 10:20-11:50   E会場(1F会議室108),E6-4,株式掲示板テキストを活用したリターン予測における独立成分分析を利用した解釈性の向上,/proceedings/annual_meeting/2025/pdf_dir/E6-4.pdf,"○中島 秀太, 欅 惇志, 渡部 敏明, 小町 守 (一橋大)",本研究では，テキストデータを用いた株価のリターン予測タスクにおいて，独立成分分析(ICA) を適用することで解釈性の向上を目指す．近年，リターン（株価の変化率）の新たな予測変数として，テキストデータから得られる埋め込み表現が注目されている．ただし，テキストの埋め込み表現の各次元を変数として用いる手法では，個別の埋め込み次元を解釈することは困難である．そこで，本研究では，埋め込み表現に対してICA を適用することで，株価の変動の解釈可能性を向上させることを目的とする．実験の結果，意味的に解釈可能な複数のトピックが抽出され，これらのトピックは株価変動と関連性を示すことが確認された．
E6:テーマセッション1: 金融・経済ドメインのための言語処理(2)3月12日（水） 10:20-11:50   E会場(1F会議室108),E6-5,独立成分分析とFisherの線形判別による内閣府景気ウォッチャー調査データの分析,/proceedings/annual_meeting/2025/pdf_dir/E6-5.pdf,"○椎名 唯圭, 加藤 真大, 井口 亮 (みずほFT)",内閣府の景気動向調査である景気ウォッチャー調査では，さまざまな職業の人々による現在および将来の経済状況に関する評価が判断根拠テキストとともに公表されている．本研究では，この景気ウォッチャー調査データをテキスト埋め込みの手法で数値データに変換し，景気判断に影響を及ぼす要因を定量的に分析する．テキスト埋め込みは解釈が難しいことで知られているが，本研究では独立成分分析とFisher の線形判別分析を組み合わせることで，高次元のテキスト埋め込みデータを解釈可能な低次元データに変換することで，人々の景気判断に寄与しているテキストの要素について調査する．
E6:テーマセッション1: 金融・経済ドメインのための言語処理(2)3月12日（水） 10:20-11:50   E会場(1F会議室108),E6-6,株価変動要因情報を手がかりとする株価変動記事生成へのLLMの適用,/proceedings/annual_meeting/2025/pdf_dir/E6-6.pdf,"○西田 隼輔, 宇津呂 武仁 (筑波大)",株価変動に関する記事は，変動の要因を分析する点で有用であるが，人手で作成するには手間と時間がかかるため，十分な量が存在していない. 本研究では，大規模言語モデル(LLM) を用いて記事を自動生成する手法を提案する．日々の株価変動率ランキングに基づく日本語データセット“JFinSR” を構築し，記事と株価変動要因に関する情報を収集した．このデータセットを用いたfew-shot 学習により，株価変動要因から高品質な記事を生成する手法を実現し，zero-shot より優れた性能を達成した。
P6:ポスター3月12日（水） 10:20-11:50   P会場(2Fコンベンションホール3+4),P6-1,質的研究の自動化:患者自由記述テキストからの潜在的トピックの発見,/proceedings/annual_meeting/2025/pdf_dir/P6-1.pdf,"○橋本 清斗, 清水 聖司, 工藤 紀子 (NAIST), 矢田 竣太郎 (筑波大), 若宮 翔子 (NAIST), 江本 駿, 西村 由希子 (ASrid), 荒牧 英治 (NAIST)",医学研究における自由記述テキストデータは，患者・家族や医療従事者の声を直接反映し，新たな知見の発見や意思決定，施策立案において重要な役割を果たす．しかし，これらのデータを対象とした質的データ分析は，膨大な人的労力を要する. 本研究では，希少・難治性疾患患者が新型コロナウイルス感染症の流行期間中に経験した困難を分析対象とし，大規模言語モデル（Large Language Model; LLM）を活用して質的データ分析の自動化を試みた．具体的には，患者・家族の自由記述テキストの各文に対してタグを生成し，タグ間の類似性に基づいて段階的に統合を行う手法を提案した．結果として，提案手法は分析時間を大幅に削減しつつ，人手による分析結果との一定の一致を示した．本研究の成果は，LLM を活用することで，自由記述テキストの効率的な分析手法の実現に向けた基盤を構築するものである．
P6:ポスター3月12日（水） 10:20-11:50   P会場(2Fコンベンションホール3+4),P6-2,言語処理学会を外部から調査するための共著者ネットワークを用いた発表予稿の自動地図作成の試み,/proceedings/annual_meeting/2025/pdf_dir/P6-2.pdf,"○中原 龍一, 竹内 孔一 (岡山大), 片岡 裕雄, 品川 政太朗 (SB Intuitions), 高橋 康 (NEC), 笠井 聡 (新潟医療福祉大), 長谷井 嬢, 二川 摩周 (岡山大), 大戸 彰三 (両備システムズ), 加藤 直人, 鎌倉 英嗣 (旭化成ファーマ)",大規模言語モデルや基盤モデルの出現に伴い、医療AI 領域においても言語処理技術の重要性がますます高まっている。その結果、外部の研究者や企業関係者による言語処理学会に対する網羅的調査のニーズという新しい課題が生まれている。 我々はこの問題を「知識が少ないドメイン外研究者による、学会の網羅的調査」という新しいタスクとして提案する。また、その解決手法として全論文の共著関係を利用した共著ネットワーク地図の有用性を検討したので報告する。
P6:ポスター3月12日（水） 10:20-11:50   P会場(2Fコンベンションホール3+4),P6-3,記号的知識蒸留における敵対的学習の利用とその評価,/proceedings/annual_meeting/2025/pdf_dir/P6-3.pdf,"○日浦 隆博 (NAIST/理研), 河野 誠也 (理研/NAIST), Angel Garcia Contreras (理研), 吉野 幸一郎 (科学大/理研/NAIST)",大規模言語モデル（LLM）は多くの自然言語処理タスクで顕著な性能を実現しているが，知識推論のようなタスクでは依然として性能に課題があり，知識トリプルを用いた適応により知識間の関係性を明示的に学習させるアプローチが注目されている．大規模・高精度な学習用トリプルの獲得に有効なのが記号的知識蒸留である．これはLLM の持つ膨大な知識をトリプルとして出力し，知識推論モデルの学習に使用する手法である．この手法ではトリプルの一部に人手評価を行い，フィルタモデルの学習を行っている．本研究では，敵対的な学習を導入することにより，人手評価を必要としない，自動的な記号的知識蒸留を実現する手法を提案し評価する．
P6:ポスター3月12日（水） 10:20-11:50   P会場(2Fコンベンションホール3+4),P6-4,言語モデルの外部知識獲得に関する高速化と小説プロットによる性能評価,/proceedings/annual_meeting/2025/pdf_dir/P6-4.pdf,"○近藤 碧, 小田 幹雄 (久留米高専)",大規模言語モデル（LLM）をサービスに組み込むとき，外部知識の獲得および推論速度，推論精度は重要である．そこで，本研究では，LLM の推論速度を向上させるために，Hybrid-RAG を改善した外部知識の獲得手法を提案する．従来手法においては，グラフデータベースとベクトルデータベースを並列に接続していたが，提案手法では，各々を直列に接続することにより効率的な外部知識検索を実現した．また，実験において，小説プロットを外部知識として導入したときの性能評価を行った．その結果，従来手法と比較して推論速度が向上することがわかった．
P6:ポスター3月12日（水） 10:20-11:50   P会場(2Fコンベンションホール3+4),P6-5,尤度最大化に基づく自然言語による多段推論過程の抽出への取り組み,/proceedings/annual_meeting/2025/pdf_dir/P6-5.pdf,"○張 辰聖子 (お茶大), 持橋 大地 (統数研), 小林 一郎 (お茶大)",ヒトが行うような自然言語による推論では，観測した事象を言語で表現することで認識を行い，その事象に関する知識を取り込んだ推論を多段に繰り返していくことにより最終的な帰結となる自然言語文を生成していると考える．本研究では，自然言語文入力に対して知識を介在させ，新たな自然言語文を生成する形で結論を導くための多段の多岐にわたる推論過程過程の中から，自然言語文を生成する際の尤度を最大化する過程を抽出する手法を提案する．実験には多段推論のデータセットであるMuSiQueを利用した．結果として，提案手法はチャンスレベルを上回る性能であることを検証した．
P6:ポスター3月12日（水） 10:20-11:50   P会場(2Fコンベンションホール3+4),P6-6,Anchoring を行う生成的関係抽出,/proceedings/annual_meeting/2025/pdf_dir/P6-6.pdf,"○広田 航, 高橋 洸丞 (ストックマーク), Benjamin Heinzerling (理研/東北大), Qin Dai (東北大), 近江 崇宏 (ストックマーク), 乾 健太郎 (MBZUAI/東北大/理研)","生成的言語モデルを用いた関係抽出(生成的関係抽出) によって関係抽出の精度は大きく向上したが,再現率が依然低いという問題がある. この問題に対し, 本論文では任意の生成的関係抽出に適用できる新手法Anchoring を提案する. Anchoring はあらかじめ3 つ組(head, relation , tail) のhead の候補となるスパン(anchor) を抽出し, 各anchor に対して個別に生成的関係抽出を行う手法である. 評価実験では複数の関係抽出データセットにおいてAnchoring が精度および再現率が向上させることを示した上で, 特にhead およびtail の抽出性能の向上に寄与すること,および文の主題でないhead, tail に対しても頑健性が高まることを示す."
P6:ポスター3月12日（水） 10:20-11:50   P会場(2Fコンベンションホール3+4),P6-7,Zero-shot Entity Recognition for Polymer Biodegradability Information: GPT-4o on PolyBD,/proceedings/annual_meeting/2025/pdf_dir/P6-7.pdf,"○◊Shanshan Liu, Masashi Ishii (理研), Yuji Matsumoto (物材機構)","To investigate polymer biodegradability information ex-traction, we constructed PolyBD, a manually annotateddataset containing entity annotations of 100 journal ar-ticles.We evaluated the performance of GPT-4o insentence-level entity recognition under a zero-shot settingon PolyBD. While GPT-4o achieved strong overall results,its performance diﬀered markedly between nested entities(those contained within other entities) and non-nested enti-ties (all others). Speciﬁcally, it achieved a recall of 78% fornested entities but only 56% for non-nested entities. Theseresults underscore both the capabilities and limitations ofadvanced large language models in addressing real-worldextraction tasks."
P6:ポスター3月12日（水） 10:20-11:50   P会場(2Fコンベンションホール3+4),P6-8,From NLI to Classification: Entailment Learning for Low-Resource Text Classification,/proceedings/annual_meeting/2025/pdf_dir/P6-8.pdf,"○◊Rumana Ferdous Munne, Noriki Nishida, Shanshan Liu, Narumi Tokunaga, Yuki Yamagata (理研), Kouji Kozaki (阪電通大), Yuji Matsumoto (理研)","In real-world scenarios, text classiﬁcation often facesthe challenge of limited labeled data, especially for rare oremerging classes. Traditional methods struggle in thesesituations, requiring new approaches that can generalizeto unseen or sparsely annotated classes. This challenge isparticularly common in the biomedical ﬁeld, where datais expensive to annotate, and new diseases and treatmentsfrequently emerge.This paper proposes an entailment-based framework for zero and few-shot text classiﬁcationby reframing the task as a natural language inference (NLI)problem. Leveraging pre-trained language models, the ap-proach infers labels for unseen classes without additionalﬁne-tuning. For few-shot scenarios, minimal task-speciﬁcﬁne-tuning signiﬁcantly enhances performance. Our ﬁnd-ings highlight the potential of entailment-based learning asa versatile and eﬀective paradigm for text classiﬁcation inlow-resource environments."
P6:ポスター3月12日（水） 10:20-11:50   P会場(2Fコンベンションホール3+4),P6-9,大規模言語モデルを用いた生成による企業の業種体系の拡張,/proceedings/annual_meeting/2025/pdf_dir/P6-9.pdf,"○山岸 駿秀, 貞光 九月 (マネーフォワード)",企業情報の分析のために，各企業の各事業に適切な業種を割り当てることは重要である．このとき，既存の業種体系に合致しない事業内容があるため，業種体系を適宜拡張して使う必要がある．本研究では，LLM を用いて既存の業種体系にない業種名称を生成し，業種体系を拡張する．ただし，生成された業種には不要な名称が含まれる．不要な名称を削減する手法として，LLM への生成制約，既存業種にある名称のフィルタリング，生成業種間で類似した名称のクラスタリングを提案し，効果を検証する．
P6:ポスター3月12日（水） 10:20-11:50   P会場(2Fコンベンションホール3+4),P6-10,質問応答によるメールからの送信者情報抽出,/proceedings/annual_meeting/2025/pdf_dir/P6-10.pdf,"○大田尾 匠, 橋本 航 (Sansan)",本研究では、効率的なメール管理のために、メールから送信者情報(氏名・会社名・部署・役職) を抽出する重要性に着目し、送信者のメールヘッダとメール本文を入力として、質問応答によって送信者情報を抽出する手法を提案する。実験では、Transformer をベースとした複数の言語モデルの性能を比較した。結果として、モデルのアーキテクチャによって抽出性能が高い項目が異なること、GPT-4oは正解が存在しない場合も誤抽出する傾向があるがEncoder-only モデルより性能が高いこと、入力長による性能低下はモデルや抽出項目によって違った傾向があることがわかった。
P6:ポスター3月12日（水） 10:20-11:50   P会場(2Fコンベンションホール3+4),P6-11,複数データセットで情報を共有する固有表現抽出,/proceedings/annual_meeting/2025/pdf_dir/P6-11.pdf,"○大井 拓, 三輪 誠 (豊田工大)",本研究では，複数のデータセットにおけるラベル付けの違いを効果的にモデル化し，複数データセットで学習を行うために，条件付き変分オートエンコーダ（Conditional Variational Autoencoder;CVAE）をスパンベースの固有表現抽出（NamedEntity Recognition; NER）モデルに統合する先行研究からエンコーダの変更と条件ベクトルの学習を行う．実験では，複数の生物医学データセットを用いた学習を行い，BioRED データセットでの評価で提案手法の有効性を示し，性能向上を確認した．
